0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
981.5,1845.84,1686.42,2015.11,1554.18,1484.02,1779.69,2620.64,1741.12,1813.77,0.0,244.9,565.87,1088.45,2018.14,168.07,222.62,960.2,1405.48,1922.66,1826.48,1295.68,846.66,1388.39,672.41,1141.8,1607.64,2033.82,1887.8,2301.22,1357.79,1343.75,1595.64,1894.55,2393.18,1718.39,1782.57,2306.79,1224.48,2221.22,1358.81,839.17,1190.26,1243.38,634.41,930.65,1541.53,1291.06,1513.66,2581.88,1659.23
1142.82,2007.15,1733.08,2176.43,1715.5,1645.33,1826.35,2781.95,1787.78,1860.43,247.82,0.0,438.28,1135.11,2179.46,410.08,270.14,832.61,1452.14,2083.97,1698.89,1168.08,1007.98,1260.79,586.42,1014.21,1654.3,2195.13,1831.08,2462.53,1404.45,1390.41,1468.05,2055.86,2554.5,1879.7,1943.89,2468.1,1385.79,2382.53,1231.21,1154.01,1236.92,1404.7,795.72,803.06,1588.19,1452.37,1674.97,2743.2,1820.55
1349.02,2213.35,1724.89,2382.63,1759.44,1851.53,1818.16,2988.15,1779.59,1852.24,567.91,436.81,0.0,1126.92,2223.4,730.18,537.95,783.12,1384.92,2290.17,1649.4,1118.6,1214.18,1211.31,238.66,964.72,1646.1,2401.33,1781.6,2668.73,1396.26,1355.45,1418.56,2262.06,2760.7,2085.9,2150.08,2674.3,1591.99,2588.73,1181.73,843.76,1191.75,1610.9,1001.92,753.57,1580.0,1658.57,1881.17,2949.39,2026.75
1137.51,2095.17,718.16,2567.68,1012.04,1706.72,1516.54,2659.44,1477.97,799.03,1239.38,1360.88,1100.22,0.0,1476.0,1256.68,1221.95,1706.89,408.41,2475.22,2614.12,2042.37,1399.23,2176.03,1060.65,1888.49,1123.47,2586.38,1624.65,2853.78,1094.64,269.44,2437.69,1311.58,1320.6,1892.86,1752.99,1892.08,1777.05,2773.78,2105.5,928.33,590.8,1795.95,1186.97,1677.34,1278.38,910.11,2066.23,2620.69,1829.09
1381.64,1398.86,2039.24,2419.85,677.65,1184.1,2859.13,1963.14,2820.56,1979.28,2114.07,2207.2,2264.69,1472.68,0.0,2036.18,1976.38,2553.21,1491.8,2102.65,3419.49,2888.69,1475.31,2981.4,2159.01,2734.81,2687.07,2438.56,2967.24,2603.17,2437.23,1672.63,3188.66,820.11,538.5,1196.56,1056.69,1133.31,1914.03,2401.21,2951.82,1726.02,1297.77,1792.69,1641.01,2523.66,2620.97,955.44,1918.4,1924.38,1070.32
976.0,1840.33,1737.0,2009.61,1548.68,1478.51,1830.27,2615.13,1791.7,1864.35,154.6,427.14,707.26,1139.03,2012.64,0.0,277.89,1101.58,1456.06,1917.15,1967.86,1437.06,841.16,1529.77,813.79,1283.19,1658.21,2028.31,1938.38,2295.72,1408.37,1394.33,1737.03,1889.05,2387.68,1712.88,1777.07,2301.28,1218.98,2215.71,1500.19,1091.32,1240.84,1237.88,628.91,1072.03,1592.11,1285.56,1508.16,2576.38,1653.73
917.46,1781.79,1622.37,1951.07,1490.14,1419.97,1715.64,2556.59,1677.07,1749.72,275.13,293.6,503.02,1024.4,1954.09,338.81,0.0,968.04,1341.43,1858.61,1834.32,1303.51,782.62,1396.22,608.36,1149.64,1543.59,1969.77,1823.75,2237.17,1293.74,1279.7,1603.48,1830.5,2329.14,1654.34,1718.53,2242.74,1160.43,2157.17,1366.65,755.66,1126.21,1179.33,570.36,938.49,1477.48,1227.01,1449.61,2517.83,1595.19
1542.05,2406.38,2276.2,2575.66,2114.73,2044.56,2369.47,3181.18,2330.9,2403.55,1042.07,885.82,855.7,1678.23,2578.69,1341.3,1064.39,0.0,1995.26,2483.2,1555.0,558.92,1407.21,1116.91,1078.41,870.32,2197.42,2594.36,1687.2,2861.76,1947.57,1933.53,1324.16,2455.09,2953.73,2278.93,2343.11,2867.33,1785.02,2781.76,970.49,1553.23,1780.04,1803.93,1194.95,395.16,1849.78,1851.6,2074.2,3142.42,2219.78
1170.81,2128.47,691.36,2475.16,1045.35,1740.03,1574.04,2692.75,1790.21,535.68,1551.62,1673.12,1386.31,391.77,1509.31,1568.92,1534.19,2019.14,0.0,2832.26,2926.36,2354.61,1404.7,2488.27,1372.89,2200.74,1293.74,2493.86,1936.89,2761.26,1406.88,464.57,2749.93,1344.89,1353.91,1926.17,1786.3,1925.38,2089.29,3130.82,2417.74,1129.79,699.7,1738.04,1499.21,1989.58,1590.62,943.41,1973.7,2653.99,1862.4
1445.1,729.06,2874.7,800.67,1861.94,1182.15,2967.97,2060.81,2929.4,3002.05,1940.98,2034.11,2270.73,2276.73,2011.12,1863.09,1803.29,2380.13,2676.09,0.0,3246.41,2715.6,1310.26,2808.31,2041.62,2561.73,2795.92,583.49,3076.08,561.66,2546.07,2532.04,3015.57,1654.35,1717.2,984.28,1069.0,1455.77,1436.18,359.7,2778.73,1958.49,2114.53,908.99,1582.77,2350.58,2729.81,1410.77,634.03,2022.06,1058.76
2249.14,3113.48,2725.0,3282.75,2821.82,2751.66,2267.73,3888.27,2229.16,3112.46,1749.17,1592.92,1562.8,2481.26,3285.78,2048.4,1771.48,1501.3,2702.36,3190.3,0.0,1097.71,2114.3,422.9,1785.5,1361.03,2375.77,3301.45,1343.04,3568.86,1845.83,2665.74,504.33,3162.19,3660.82,2986.02,3050.21,3574.43,2492.12,3488.85,1180.61,2260.33,2487.14,2511.02,1902.05,1213.19,1505.61,2558.7,2781.3,3849.52,2926.87
1785.2,2649.53,2504.87,2818.81,2357.88,2287.71,2047.6,3424.33,2009.03,2646.71,1285.22,1128.97,1098.86,1921.38,2821.84,1584.45,1307.54,554.63,2238.42,2726.35,1128.36,0.0,1650.36,690.27,1321.56,897.09,2155.64,2837.51,1122.91,3104.91,1625.7,2176.69,897.52,2698.25,3196.88,2522.08,2586.27,3110.48,2028.18,3024.91,673.56,1796.39,2023.19,2047.08,1438.1,510.86,1285.49,2094.75,2317.35,3385.58,2462.93
268.04,1295.73,1802.22,1465.01,935.99,933.91,1895.49,2070.53,1856.92,1929.57,868.5,961.63,1198.25,1204.25,1399.95,790.61,730.81,1307.64,1521.28,1372.55,2173.92,1643.12,0.0,1735.83,969.14,1489.24,1723.44,1483.71,2003.6,1751.11,1473.59,1459.55,1943.08,1235.53,1244.55,1168.28,1232.46,1756.68,635.52,1671.11,1706.25,665.81,930.9,693.27,399.14,1278.09,1657.33,577.59,963.55,2031.77,1109.13
1909.09,2773.43,2384.95,2942.7,2481.77,2411.61,1927.68,3548.22,1889.11,2772.41,1409.12,1252.87,1222.75,2141.21,2945.73,1708.35,1431.44,1161.25,2362.31,2850.25,438.09,757.66,1774.25,0.0,1445.45,1020.98,2035.72,2961.4,1002.99,3228.81,1505.78,2325.69,443.93,2822.14,3320.77,2645.98,2710.16,3234.38,2152.07,3148.8,840.56,1920.28,2147.09,2170.97,1562.0,873.14,1165.56,2218.65,2441.25,3509.47,2586.82
1129.9,1994.24,1611.01,2163.51,1625.01,1632.42,1704.28,2769.03,1665.71,1738.37,665.77,583.94,238.93,1013.04,2088.97,1014.97,635.8,1006.1,1289.09,2071.06,1872.38,1341.57,995.06,1434.28,0.0,1187.7,1532.23,2182.21,1812.39,2449.62,1282.39,1268.35,1641.54,1924.54,1933.56,1866.79,1930.97,2455.19,1372.88,2369.61,1404.7,694.75,997.04,1391.78,782.81,976.55,1466.13,1439.46,1662.06,2730.28,1807.63
1563.07,2427.41,2297.23,2596.69,2135.75,2065.59,2390.5,3202.21,2351.93,2424.58,1063.1,906.85,876.73,1699.26,2599.71,1362.33,1085.42,815.23,2016.29,2504.23,1472.14,941.33,1428.23,1034.05,1099.44,0.0,2218.45,2615.39,1604.34,2882.79,1968.6,1954.56,998.3,2476.12,2974.75,2299.96,2364.14,2888.36,1806.05,2802.79,477.79,1574.26,1801.07,1824.95,1215.98,604.79,1766.92,1872.63,2095.23,3163.45,2240.81
2026.15,2890.48,615.88,3059.76,2101.99,2528.66,376.75,3665.28,600.65,951.48,1731.45,1852.95,1718.33,1134.03,2565.95,1748.75,1714.02,2198.97,1350.51,2967.3,2344.98,2152.17,1891.31,1906.89,1552.72,2380.57,0.0,3078.46,1355.51,3345.86,488.73,1028.17,2168.55,2401.52,2410.54,2763.03,2827.21,3351.43,2269.12,3265.86,2375.4,1715.62,1718.55,2288.02,1679.05,2169.42,1009.24,2335.7,2558.3,3626.52,2703.88
1601.73,1230.15,3031.33,337.89,1903.76,1423.27,3124.59,2576.22,3086.03,3158.68,2097.6,2190.74,2427.36,2433.36,2367.72,2019.72,1959.92,2536.75,2750.39,575.58,3403.03,2872.23,1466.89,2964.94,2198.25,2718.35,2952.54,0.0,3232.71,416.56,2702.7,2688.66,3172.19,1794.32,2218.3,1485.38,1570.1,1956.86,1447.18,490.24,2935.36,2115.12,2271.15,1065.61,1739.39,2507.2,2886.44,1567.39,643.38,2537.46,1572.24
2203.45,3067.79,1743.66,3237.06,2435.87,2705.97,1286.38,3842.59,1247.81,2131.12,1908.76,1842.95,1812.84,1499.91,2899.83,1926.06,1891.33,1751.33,1953.2,3144.61,1400.24,1207.42,2068.61,962.14,1730.03,1611.07,1394.42,3255.77,0.0,3523.17,864.48,1684.4,1223.81,2735.41,2744.43,2940.34,3004.52,3528.74,2446.43,3443.17,1430.65,1892.93,1895.86,2465.33,1856.36,1463.22,524.27,2513.01,2735.61,3803.83,2881.19
1922.84,1201.76,3352.44,502.97,2334.65,1667.25,3445.71,2410.4,3407.14,3479.79,2418.72,2511.85,2748.47,2754.47,2483.83,2340.83,2281.03,2857.86,3148.8,547.19,3724.15,3193.34,1788.0,3286.05,2519.36,3039.47,3273.66,429.66,3553.82,0.0,3023.81,3009.77,3493.31,2127.06,2189.91,1456.99,1541.71,1928.47,1768.29,314.44,3256.47,2436.23,2592.26,1386.73,2060.5,2828.31,3207.55,1888.5,964.49,2229.39,1543.85
1780.07,2644.4,982.69,2813.68,2012.48,2282.58,487.99,3419.2,449.42,1318.29,1485.38,1606.88,1472.26,1076.53,2476.44,1502.68,1467.94,1952.89,1529.82,2721.22,1858.85,1666.04,1645.23,1420.76,1306.65,2069.69,484.0,2832.38,869.38,3099.78,0.0,1261.01,1682.42,2312.02,2321.04,2516.95,2581.14,3105.35,2023.05,3019.78,1889.27,1469.54,1472.47,2041.95,1432.97,1921.84,523.11,2089.62,2312.22,3380.45,2457.8
1362.61,2320.28,544.48,2822.74,1237.15,1931.83,1242.0,2884.55,1536.46,567.41,1494.44,1615.94,1369.92,269.2,1701.11,1511.73,1477.0,1961.95,493.5,2730.28,2672.61,2297.43,1654.29,2234.52,1315.7,2143.55,961.7,2841.44,1683.14,3108.84,1153.13,0.0,2496.18,1536.69,1545.71,2117.97,1978.1,2117.19,2032.1,3028.84,2360.56,1153.44,815.91,2051.0,1442.03,1932.4,1336.87,1135.22,2321.28,2845.8,2054.2
2074.95,2939.29,2586.19,3108.56,2647.63,2577.47,2128.92,3714.08,2090.35,2973.65,1574.98,1418.73,1388.61,2342.44,3111.59,1874.21,1597.3,1327.11,2528.17,3016.11,572.82,877.36,1940.11,479.85,1611.31,968.48,2236.95,3127.26,1204.22,3394.67,1707.02,2526.93,0.0,2988.0,3486.63,2811.84,2876.02,3400.24,2317.93,3314.67,517.88,2086.14,2312.95,2336.83,1727.86,1039.0,1366.8,2384.51,2607.11,3675.33,2752.68
1275.2,1086.23,1932.8,1820.1,571.21,411.08,2752.68,1650.51,2714.11,1872.83,2359.68,2452.81,2689.43,1366.24,720.39,2281.79,2221.99,2798.82,1385.36,1790.02,3665.1,3134.3,1728.96,3227.01,2460.32,2980.43,2580.63,1838.8,2860.79,2290.54,2330.79,1566.18,3434.26,0.0,331.32,883.92,744.06,883.14,2054.42,2088.58,3197.43,1619.58,1191.33,1480.06,1534.56,2769.27,2514.53,849.0,1318.64,1611.75,609.54
1331.93,1186.45,1989.53,2300.02,480.97,723.08,2809.41,1750.73,2770.84,1929.56,2459.9,2553.03,2789.65,1422.97,635.98,2382.01,2322.21,2899.04,1442.09,1890.24,3765.32,3234.52,1829.18,3327.23,2109.29,3080.65,2637.36,2318.72,2917.52,2390.76,2387.52,1622.91,3534.49,359.09,0.0,984.15,844.28,983.36,2154.64,2188.8,3297.65,1676.31,1248.06,1580.28,1591.29,2869.5,2571.26,905.73,1994.06,1711.97,832.49
1333.49,421.76,2491.72,1669.49,1130.13,772.67,2856.36,1246.86,2817.79,2431.75,1829.37,1922.5,2159.12,1925.16,1279.31,1751.48,1691.68,2268.52,1944.28,995.22,3134.8,2603.99,1198.65,2696.7,1930.01,2450.12,2684.31,1539.89,2964.47,1518.06,2434.46,2125.1,2903.96,922.54,985.39,0.0,165.45,724.06,1524.11,1316.1,2667.12,1846.88,1750.25,949.75,1471.16,2238.97,2618.21,1407.92,1363.53,1208.11,447.54
1303.85,414.9,2401.95,1639.85,1040.36,743.03,2826.72,1157.09,2788.15,2341.99,1799.73,1892.86,2129.48,1835.39,1189.54,1721.84,1662.04,2238.88,1854.51,988.37,3105.16,2574.35,1169.02,2667.06,1900.37,2420.48,2654.67,1533.04,2934.83,1511.21,2404.82,2035.33,2874.32,832.77,895.62,219.64,0.0,621.54,1494.47,1309.25,2637.49,1817.24,1660.48,920.11,1441.52,2209.33,2588.57,1318.15,1333.89,1118.34,559.63
1748.03,816.9,2405.64,2238.94,1044.04,1342.11,3425.8,1389.61,3387.24,2345.67,2398.81,2491.94,2728.56,1839.07,1193.22,2320.92,2261.12,2837.96,1858.19,1390.37,3704.24,3173.43,1768.1,3266.15,2499.45,3019.56,3253.75,1935.04,3533.91,1913.21,3003.91,2039.02,3473.4,836.45,899.3,760.96,618.85,0.0,2093.55,1711.25,3236.57,2092.42,1664.17,1519.19,2040.6,2808.41,3187.65,1321.83,1932.97,1350.86,960.07
756.69,1505.26,2221.87,1431.97,1382.03,1143.44,2315.14,2280.06,2276.57,2349.23,1288.15,1381.28,1617.9,1623.9,2346.53,1210.26,1150.46,1727.3,1940.94,1582.08,2593.58,2062.77,621.85,2155.48,1388.79,1908.9,2143.09,1450.67,2423.25,1718.08,1893.24,1879.21,2362.74,1553.98,2052.61,1377.81,1442.0,1966.21,0.0,1716.89,2125.9,1305.66,1461.7,618.06,929.94,1697.75,2076.99,1023.63,958.51,2241.31,1318.66
1708.76,980.32,3138.36,718.95,2113.2,1445.81,3231.63,2324.47,3193.06,3265.71,2204.64,2297.77,2534.39,2540.39,2262.39,2126.75,2066.95,2643.78,2927.35,325.74,3510.06,2979.26,1573.92,3071.97,2305.28,2825.38,3059.57,479.03,3339.74,316.77,2809.73,2795.69,3279.22,1905.61,1968.46,1235.55,1320.27,1707.03,1671.97,0.0,3042.39,2222.15,2378.18,1172.65,1846.42,2614.23,2993.47,1674.42,868.18,2007.95,1322.41
1793.56,2657.9,2755.94,2827.17,2366.24,2296.08,2298.66,3432.7,2260.1,2655.07,1293.59,1137.34,1107.22,1929.75,2830.2,1592.82,1315.91,952.8,2246.78,2734.72,1241.78,672.5,1658.72,803.68,1329.93,471.62,2406.7,2845.88,1373.97,3113.28,1876.77,2185.05,537.91,2706.61,3205.24,2530.45,2594.63,3118.85,2036.54,3033.27,0.0,1804.75,2031.56,2055.44,1446.47,727.55,1536.55,2103.12,2325.72,3393.94,2471.29
696.63,1882.9,1626.66,2052.18,1230.0,1521.08,1719.93,2657.7,1681.36,1637.09,890.69,1173.32,891.62,979.72,1693.96,1002.3,730.88,1519.33,1149.61,1959.72,2385.61,1854.81,705.4,1947.52,726.01,1700.94,1547.87,2070.88,1828.04,2338.28,1298.03,1179.66,2154.78,1529.54,1538.56,1755.45,1819.63,2343.85,1261.54,2258.28,1917.94,0.0,682.52,1280.44,566.18,1489.79,1481.77,1019.03,1550.72,2618.94,1696.3
718.03,1870.59,1262.33,2217.27,787.46,1482.14,1826.29,2434.86,1787.72,1181.29,1338.56,1460.06,1196.73,613.67,1251.42,1355.85,1149.42,1806.07,693.81,2574.38,2923.88,2141.54,936.2,2485.78,1004.29,1987.67,1654.24,2235.97,1934.4,2503.38,1404.4,813.61,2747.45,1087.0,1096.02,1668.28,1528.42,1667.5,1562.39,2872.94,2204.68,656.21,0.0,1581.29,936.06,1776.52,1588.14,685.53,1715.82,2396.11,1604.51
847.81,1008.59,2277.41,1037.79,1700.67,646.77,2370.68,1783.39,2332.11,2404.76,1343.69,1436.82,1673.44,1679.44,1849.86,1265.8,1206.0,1782.83,1996.47,945.33,2649.11,2118.31,712.97,2211.02,1444.33,1964.44,2198.63,1056.49,2478.79,1323.89,1948.78,1934.74,2418.28,1057.3,1555.94,881.14,945.33,1469.54,613.45,1243.89,2181.44,1361.2,1517.23,0.0,985.47,1753.29,2132.52,855.86,536.33,1744.63,821.99
502.26,1511.46,1601.73,1680.73,1080.01,1149.64,1695.0,2286.25,1656.43,1729.08,668.01,761.14,997.76,1003.76,1543.97,590.12,530.32,1107.15,1320.79,1588.28,1973.43,1442.63,427.36,1535.34,768.65,1288.76,1522.95,1699.43,1803.11,1966.84,1273.1,1259.06,1742.59,1379.55,1388.57,1384.01,1448.19,1972.41,890.1,1886.83,1505.76,488.77,888.24,909.0,0.0,1077.6,1456.84,837.6,1179.28,2247.5,1324.85
1482.19,2346.53,2216.34,2515.8,2054.87,1984.7,2309.61,3121.32,2271.05,2343.7,982.22,825.97,795.85,1618.38,2518.83,1281.45,1004.53,403.08,1935.41,2423.34,1276.35,511.68,1347.35,838.26,1018.55,621.27,2137.56,2534.5,1408.55,2801.91,1887.72,1873.68,1045.51,2395.24,2893.87,2219.07,2283.26,2807.48,1725.17,2721.9,764.68,1493.38,1720.19,1744.07,1135.1,0.0,1571.13,1791.75,2014.35,3082.57,2159.92
2293.31,3157.65,1833.51,3326.92,2525.73,2795.83,1376.24,3932.44,997.4,2220.98,1998.62,1899.48,1869.36,1589.77,2989.69,2015.92,1981.19,1807.86,2043.06,3234.47,1456.76,1263.94,2158.47,1018.67,1819.89,1667.59,1484.28,3345.62,467.29,3613.03,954.34,1774.26,1280.33,2825.27,2834.29,3030.2,3094.38,3618.6,2536.29,3533.02,1487.17,1982.79,1985.71,2555.19,1946.22,1519.75,0.0,2602.87,2825.47,3893.69,2971.04
567.68,1483.89,1605.5,1602.62,400.76,1095.44,2348.67,2048.16,2310.1,1545.54,1321.68,1414.81,1651.43,1038.94,864.72,1243.79,1183.99,1760.82,1058.06,1510.16,2627.1,2096.3,584.07,2189.01,1422.32,1942.42,2176.62,1621.32,2456.78,1888.72,1926.77,1238.89,2396.26,700.3,709.32,1281.58,1141.71,1280.8,1022.79,1808.72,2159.43,980.37,864.03,850.95,893.19,1731.27,2110.51,0.0,1101.16,2009.41,1217.81
1067.49,1211.76,2497.09,645.33,1369.52,889.03,2590.36,2256.33,2551.79,2624.44,1563.37,1656.5,1893.12,1899.12,1833.48,1485.48,1425.68,2002.51,2216.15,623.6,2868.79,2337.99,932.65,2430.7,1664.01,2184.11,2418.31,664.03,2698.47,931.43,2168.46,2154.42,2637.95,1260.09,2028.88,1354.08,1418.27,1942.49,946.03,922.16,2401.12,1580.88,1736.91,531.38,1205.15,1972.96,2352.2,1033.15,0.0,2217.58,1294.93
2222.99,1483.87,3233.72,2558.99,1872.13,1662.17,3745.86,258.62,3707.29,3173.76,2718.86,2812.0,3048.62,2667.16,2021.31,2640.98,2581.18,3158.01,2686.28,2057.34,4024.29,3493.49,2088.15,3586.2,2819.51,3339.61,3573.8,2577.69,3853.97,2649.73,3323.96,2867.11,3793.45,1664.54,1727.39,1343.37,1184.52,1317.79,2413.6,2447.76,3556.62,2736.38,2492.25,1839.24,2360.65,3128.46,3507.7,2149.92,2253.03,0.0,1478.76
1213.32,504.94,2422.0,1549.32,1060.4,566.03,2736.19,1455.21,2697.62,2362.03,1709.2,1802.33,2038.95,1855.43,1209.59,1631.31,1571.51,2148.34,1874.56,1104.26,3014.62,2483.82,1078.48,2576.53,1809.84,2329.94,2564.14,1568.02,2844.3,1627.09,2314.29,2055.38,2783.78,603.81,829.43,436.45,474.73,922.98,1403.93,1425.13,2546.95,1726.71,1680.53,829.58,1350.98,2118.79,2498.03,1338.19,1243.36,1416.46,0.0
